score,grid_mape,grade_mape,grade_year_mape,grid_mae,grade_mae,grade_year_mae,runs,seed,turnover,first_child,second_child,third_child,student_exit,early_birth,later_birth,tk8_exit,high_exit,special_exit,same_school_year,tkk_weight,elementary_weight,middle_weight,high_weight,special_weight
0.18346621564522153,0.10463698008055644,0.104281128055222,0.2624733772225538,766.4111111111107,765.077777777778,96.86246913580247,30,382138,0.045,0.9,0.75,0.3,0,0.055,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.18960783950665538,0.11760141591118613,0.11724887708874282,0.2617905325133463,863.6407407407409,862.3074074074075,98.9804938271605,30,1023577,0.05,0.9,0.75,0.3,0,0.055,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19040359655614025,0.11796333193409997,0.11761261688728673,0.2630192187015872,866.1666666666661,864.8333333333329,99.76469135802469,30,833521,0.05,0.8,0.75,0.4,0,0.055,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.1905349805212097,0.10162614886429926,0.10126868482643976,0.2796225441970499,749.5111111111112,748.1777777777778,97.26518518518519,30,136649,0.045,0.8,0.65,0.4,0,0.085,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19120941192423968,0.11808818533119465,0.11773532326360178,0.26450706955108116,867.1185185185186,865.7851851851851,99.32987654320988,30,1118605,0.05,1,0.55,0.4,0,0.055,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19124955462260934,0.10150020140250295,0.10114185681679591,0.2811780801355692,748.8888888888885,747.5555555555559,97.30567901234569,30,326705,0.045,0.9,0.65,0.3,0,0.085,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19149483560200176,0.1182797041518079,0.11792771961433278,0.2648859593209332,868.3185185185185,866.9851851851851,99.60197530864198,30,1166119,0.05,1,0.65,0.3,0,0.055,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19160054993468706,0.11850389665035473,0.11815264083105742,0.26487283112866805,868.8259259259261,867.4925925925934,99.9943209876543,30,976063,0.05,0.9,0.65,0.4,0,0.055,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19201449613534516,0.10380675111461041,0.10345061689108569,0.2804003082678423,766.2925925925928,764.959259259259,97.4841975308642,30,374219,0.045,0.9,0.75,0.2,0,0.085,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19216309473051957,0.11984911871189702,0.11949956943083502,0.2646518453896731,879.3925925925929,878.0592592592596,100.10617283950619,30,1213633,0.05,1,0.75,0.2,0,0.055,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19288933831641114,0.10197046579317763,0.10161240211056875,0.2839872426809491,753.2296296296291,751.8962962962967,98.21333333333332,30,516761,0.045,1,0.65,0.2,0,0.085,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19291304580848362,0.10251453054560561,0.10215815769347097,0.28348974749742895,756.9666666666667,755.6333333333339,98.02296296296296,30,184163,0.045,0.8,0.75,0.3,0,0.085,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.1936648809103379,0.10423494242544992,0.1038779988656654,0.2832732911751181,769.5222222222225,768.1888888888889,98.1241975308642,30,469247,0.045,1,0.55,0.3,0,0.085,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19400842494734716,0.10462620816377476,0.10426876910573593,0.283569361259939,773.2222222222221,771.8888888888883,98.16543209876544,30,279191,0.045,0.9,0.55,0.4,0,0.085,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.1964892918585066,0.11311845007593452,0.11276287230764631,0.2800379225252228,838.0592592592596,836.725925925926,98.45234567901235,30,968144,0.05,0.9,0.65,0.3,0,0.085,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19702141697789183,0.11271453013138827,0.11235959257773749,0.2815057726012208,834.9629629629634,833.62962962963,98.67851851851853,30,1110686,0.05,1,0.55,0.3,0,0.085,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19710878685507965,0.11694681496775251,0.11659563807808142,0.2774463471872423,861.9037037037036,860.5703703703703,100.92543209876543,30,580113,0.045,1,0.75,0.2,0,0.07,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.1972735261661643,0.11673506938871027,0.11638390133096764,0.27798756697248966,859.9703703703707,858.6370370370365,100.85530864197531,30,390057,0.045,0.9,0.75,0.3,0,0.07,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
0.19752124059984213,0.11750106610246694,0.11715147300776146,0.27771621164457005,864.5074074074079,863.1740740740747,100.61407407407408,30,485085,0.045,1,0.55,0.4,0,0.07,0.005,0,0,0,0.5,0.2,0.45,0.2,0.14,0.01
