score,grid_mape,grade_mape,grade_year_mape,grid_mae,grade_mae,grade_year_mae,runs,seed,turnover,first_child,second_child,third_child,student_exit,early_birth,later_birth,tk8_exit,high_exit,special_exit,same_school_year,tkk_weight,elementary_weight,middle_weight,high_weight,special_weight
0.0735500317222666,0.02713926445128803,0.025981524404641507,0.12053966901656842,172.90740740740753,166.24074074074068,46.57061728395062,30,6186765,0.05,0.75,0.55,0.15,0,0.04,0.005,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
0.07359972138730987,0.027097728412545707,0.026281612454785202,0.12050977234095428,173.01851851851825,168.7444444444444,46.178024691358026,30,6606472,0.05,0.8,0.5,0.15,0,0.04,0,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
0.07360125001278059,0.026557461451423348,0.025399058610079548,0.12122423999480973,168.67777777777803,162.01111111111064,46.69209876543209,30,6178846,0.05,0.75,0.55,0.15,0,0.04,0,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
0.07387493618739341,0.027053645269904572,0.025896913318613084,0.121274593080528,172.36296296296302,165.69629629629597,46.8637037037037,30,6709419,0.05,0.8,0.55,0.1,0,0.04,0.005,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
0.07394468700484168,0.027197366823173818,0.026039971737581546,0.12127070472930566,172.91851851851808,166.25185185185202,46.397530864197535,30,6701500,0.05,0.8,0.55,0.1,0,0.04,0,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
0.07403170003982046,0.028144655726546945,0.026989170035967493,0.1204964871983837,178.17407407407427,171.5074074074072,46.36074074074074,30,5656192,0.05,0.7,0.55,0.2,0,0.04,0,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
0.07420512737347161,0.02755896249938162,0.027163465015359066,0.12104904098957288,179.85925925925937,178.52592592592566,46.5920987654321,30,4468342,0.045,0.8,0.55,0.15,0,0.04,0,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
0.07435321281481752,0.02807175745538447,0.026916838725681746,0.12121212753910195,178.18148148148188,171.5148148148152,46.952345679012346,30,5664111,0.05,0.7,0.55,0.2,0,0.04,0.005,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
0.07435920722121418,0.027469215003239917,0.026311441956131637,0.12182808596274258,174.60370370370342,167.93703703703684,46.55728395061729,30,6083818,0.05,0.75,0.5,0.2,0,0.04,0,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
0.07440848816487297,0.027165484095644916,0.026007604073945322,0.12223043224495084,173.71111111111097,167.04444444444482,47.13876543209877,30,6511444,0.05,0.8,0.45,0.2,0,0.04,0,0,0,0,0.5,0.35,0.45,0.15,0.04,0.01
