score,grid_mape,grade_mape,grid_mae,grade_mae,runs,seed,turnover,first_child,second_child,third_child,student_exit,early_birth,later_birth,tk8_exit,high_exit,special_exit,tkk_weight,elementary_weight,middle_weight,high_weight,special_weight
0.023834990212251557,0.02437504999838411,0.023294930426119007,169.42962962962943,163.37777777777794,30,4602965,0.05,0.75,0.55,0.2,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.023926391395471334,0.02451092358947488,0.023341859201467793,170.8518518518518,164.1851851851849,30,4753426,0.05,0.75,0.6,0.15,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02406596585545707,0.024649804892888552,0.02348212681802559,171.5962962962964,164.92962962962923,30,4761345,0.05,0.75,0.6,0.15,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02415547335671491,0.024357974344569183,0.02395297236886064,168.70740740740712,167.3740740740743,30,3011246,0.045,0.8,0.5,0.25,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024222966503572377,0.024426182474753363,0.024019750532391394,170.07777777777787,168.74444444444433,30,2702405,0.045,0.75,0.6,0.2,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024328634542609244,0.02453168982417097,0.02412557926104752,170.6333333333331,169.29999999999987,30,3652685,0.045,0.85,0.5,0.2,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024394605126172635,0.024597201876517732,0.024192008375827537,170.57037037037077,169.23703703703703,30,2694486,0.045,0.75,0.6,0.2,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02444198041985907,0.024644706555182545,0.024239254284535595,171.72222222222183,170.3888888888885,30,3019165,0.045,0.8,0.5,0.25,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024443148826738953,0.025026507982880492,0.023859789670597417,173.3814814814812,166.71481481481453,30,5711625,0.05,0.85,0.5,0.15,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02449087961218405,0.024694084802986994,0.024287674421381106,172.25925925925893,170.9259259259253,30,3328006,0.045,0.8,0.6,0.15,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024549602314692394,0.02475181541642035,0.024347389212964435,171.84074074074093,170.5074074074077,30,3803146,0.045,0.85,0.55,0.15,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02455159115187499,0.025134706143535215,0.023968476160214768,174.40370370370317,167.73703703703683,30,4444585,0.05,0.75,0.5,0.25,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024561273340106146,0.024764109497805248,0.024358437182407048,172.55555555555526,171.22222222222223,30,3335925,0.045,0.8,0.6,0.15,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.0245743719654693,0.025156491616010652,0.02399225231492795,172.9037037037034,166.2370370370367,30,1672935,0.04,0.85,0.55,0.15,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.0245864553773079,0.02478948277925934,0.024383427975356465,172.72962962963004,171.3962962962963,30,3177545,0.045,0.8,0.55,0.2,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02458848479381453,0.02517072226180845,0.02400624732582061,173.351851851852,166.68518518518482,30,556356,0.04,0.75,0.6,0.2,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02462645904387532,0.024830194277708377,0.024422723810042263,172.85185185185168,171.51851851851865,30,2544025,0.045,0.75,0.55,0.25,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024669644648318355,0.02525187363001425,0.02408741566662246,174.10000000000005,167.4333333333332,30,881035,0.04,0.8,0.5,0.25,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024672158403742667,0.02525450130985886,0.024089815497626475,173.99629629629584,167.32962962962938,30,405895,0.04,0.75,0.55,0.25,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024674350544680354,0.025256501107159667,0.024092199982201037,174.03333333333316,167.36666666666648,30,1039415,0.04,0.8,0.55,0.2,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024699059565105236,0.025282567270441227,0.02411555185976924,176.09999999999985,169.4333333333332,30,5236485,0.05,0.8,0.55,0.15,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024712377752871197,0.02491449779798419,0.024510257707758207,173.3814814814814,172.04814814814796,30,3169626,0.045,0.8,0.55,0.2,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024753591917842283,0.024957139788503127,0.02455004404718144,174.59259259259275,173.259259259259,30,3811065,0.045,0.85,0.55,0.15,0,0.055,0.005,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024758267955453536,0.025341492036073273,0.024175043874833796,176.11851851851821,169.45185185185164,30,5703706,0.05,0.85,0.5,0.15,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024872176941825454,0.025453802308560564,0.024290551575090347,174.74444444444453,168.07777777777736,30,873116,0.04,0.8,0.5,0.25,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02489620638057516,0.025478659599282975,0.024313753161867343,176.0222222222216,169.35555555555564,30,5070186,0.05,0.8,0.5,0.2,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02497048408274479,0.025553356958432014,0.024387611207057572,177.39999999999984,170.73333333333338,30,4595046,0.05,0.75,0.55,0.2,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.024975418814200612,0.02555803127947874,0.024392806348922484,177.0148148148148,170.34814814814794,30,4436666,0.05,0.75,0.5,0.25,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.02504271937254842,0.025638559112043977,0.02444687963305287,176.4925925925924,169.60370370370362,30,397976,0.04,0.75,0.55,0.25,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
0.025047750179492845,0.0252512029778384,0.024844297381147285,175.77037037037027,174.43703703703704,30,2536106,0.045,0.75,0.55,0.25,0,0.055,0,0,0,0,0.2,0.45,0.2,0.14,0.01
